id	sample16.bam	sample17.bam	sample18.bam	sample19.bam
gene-YAL030W	508.107651895354	424.410031663247	124.086492000767	149.202222065781
gene-YAL029C	188.437274875098	281.688074112775	550.434951695712	467.328798999143
gene-YAL028W	144.019917225968	86.3843427279176	19.0902295385796	30.8694252549893
gene-YAL027W	228.816690919762	245.202761656263	63.634098461932	60.0238824402569
gene-YAL026C	149.403839365256	174.914880306218	187.720590462699	202.366232227152
gene-YNCA0001W	3.36495133705533	3.21929227557457	0	1.71496806972163
gene-YAL025C	90.8536861004938	137.893019137111	2704.44918463211	2485.8462170615
gene-YAL024C	28.2655912312647	50.9721276965973	101.814557539091	87.4633715558029
gene-YAL023C	320.343367287667	752.777843771853	1043.59921477568	994.681480438543
gene-YAL022C	22.2086788245652	30.0467279053626	114.541377231478	92.6082757649678
gene-YAL021C	537.04623339403	445.335431454482	349.987541540626	301.834380271006
gene-YAL020C	170.266537655	165.257003479495	47.725573846449	93.4657597998286
gene-YAL019W	138.635995086679	155.062577940175	467.7106236952	394.442656035974
gene-YAL018C	0	0	0	0.857484034860813
gene-YAL017W	1586.91105055529	922.86378566471	82.7243280005116	78.031047172334
gene-YAL016W	2628.02699424021	2151.02378879641	451.802099079717	526.495197404539
gene-YAL015C	156.133742039367	246.81240779405	108.177967385284	181.786615390492
gene-YAL014C	184.399333270632	248.958602644433	136.813311693154	171.496806972163
gene-YAL013W	306.210571672035	374.511001391841	499.527672926166	458.753958650535
gene-YAL012W	71.3369683455729	125.552398747408	2720.35770924759	2580.16946089619
gene-YAL011W	100.275549844249	108.382839944344	248.172984001535	218.658428889507
gene-YAL010C	123.830209203636	127.698593597791	60.4523935388354	88.3208555906638
gene-YAL009W	75.3749099500393	48.8259328462143	101.814557539091	120.905248915375
gene-YAL008W	948.916277049602	525.817738343846	127.268196923864	89.1783396255246
gene-YAL007C	79.4128515545057	273.103294711243	184.538885539603	228.948237307837
gene-YNCA0002W	0	0	0	0
gene-YAL005C	10134.5604369432	22479.7814116246	935.421247390401	1359.11219525439
gene-YAL003W	3122.00185051993	6390.29516701552	8625.60204651488	8450.50516355331
gene-YNCA0003W	12.1138248133992	48.8259328462143	73.1792132312218	44.5891698127623
gene-YAL002W	277.271990173359	166.866649617282	340.442426771336	327.558901316831
gene-YAL001C	460.325342909169	372.901355254054	85.9060329236082	96.8956959392719
gene-YAR002W	191.129235944743	231.789043841369	887.695673543952	885.78100801122
gene-YAR002C-A	456.960391572113	862.233781141389	327.71560707895	357.570842536959
gene-YAR003W	59.2231435321737	88.5305375783006	130.449901846961	150.917190135503
gene-YAR007C	162.190654446067	456.602954418993	22.2719344616762	43.7316857779015
gene-YAR008W	41.725396579486	83.7015991649388	44.5438689233524	35.1568454292933
gene-YAR009C	0	0	0	0
gene-YAR010C	0	0	0	0
gene-YNCA0004W	0	1.07309742519152	0	0.857484034860813
gene-YAR014C	318.997386752845	251.104797494816	887.695673543952	629.393281587837
gene-YAR015W	594.923396391382	885.305375783006	2112.65206893614	1028.12335779811
gene-YAR018C	131.906092412569	170.085941892856	60.4523935388354	87.4633715558029
gene-YAR019C	213.337914769308	237.154530967327	136.813311693154	91.750791730107
gene-YAR020C	8.74887347634385	3.75584098817033	0	11.1472924531906
gene-YAR023C	109.697413588004	111.065583507323	34.9987541540626	29.1544571852676
gene-YNCA0005W	0	0	0	0
gene-YNCA0006C	0	0	0	0
gene-YAR027W	536.373243126619	356.804893876181	63.634098461932	82.3184673466381
gene-YAR028W	179.688401398754	158.28187021575	44.5438689233524	46.3041378824839
gene-YAR029W	47.7823089861856	33.2660201809372	22.2719344616762	24.8670370109636
gene-YAR031W	12.7868150808102	11.267522964511	6.3634098461932	6.00238824402569
gene-YAR033W	10.094854011166	6.9751332637449	0	1.71496806972163
gene-YAR035W	5988.26739942366	1457.80285212268	244.991279078438	92.6082757649678
gene-YAR035C-A	9.42186374375491	3.75584098817033	0	0
gene-YAR042W	899.114997261183	458.21260055678	254.536393847728	187.789003634518
gene-YAR050W	105.659471983537	74.0437223382151	19.0902295385796	11.1472924531906
gene-YAR061W	7.40289294152172	9.12132811412794	3.1817049230966	0.857484034860813
gene-YAR064W	1.34598053482213	2.68274356297881	0	3.42993613944325
gene-YAR066W	0.672990267411065	1.07309742519152	0	1.71496806972163
gene-YAR068W	9.42186374375491	54.7279686847677	9.5451147692898	5.14490420916488
gene-YAR071W	37.6874549750197	19.3157536534474	6.3634098461932	17.1496806972163
gene-YBL113C	150.749819900079	130.38133716077	34.9987541540626	40.3017496384582
gene-YBL112C	0	0	0	0
gene-YBL111C	0.672990267411065	0.536548712595761	0	0
gene-YBL108C-A	2.0189708022332	0	0	0
gene-YNCB0001W	0.672990267411065	0	0	0.857484034860813
gene-YBL107C	175.650459794288	194.230633959666	130.449901846961	109.757956462184
gene-YBL106C	179.015411131343	109.455937369535	44.5438689233524	63.4538185797002
gene-YBL105C	1361.45931097259	819.309884133728	410.439935079461	360.143294641542
gene-YBL104C	146.711878295612	180.816916144772	174.993770770313	191.218939773961
gene-YBL103C	380.912491354663	200.132669798219	178.17547569341	218.658428889507
gene-YBL102W	545.122116602963	446.945077592269	146.358426462444	209.226104506038
gene-YBL101C	568.003785694939	293.492145789882	136.813311693154	115.76034470621
gene-YBL100W-C	12.1138248133992	7.51168197634066	3.1817049230966	1.71496806972163
gene-YBL100W-A	0	0	0	0
gene-YBL100W-B	13.4598053482213	6.43858455114914	25.4536393847728	26.5820050806852
gene-YNCB0002W	0	0.536548712595761	0	0
gene-YBL099W	7047.55408032868	9582.7600069603	903.604198159435	1020.40600148437
gene-YBL098W	90.8536861004938	164.183906054303	82.7243280005116	111.472924531906
gene-YBL097W	19.5167177549209	43.4604457202567	19.0902295385796	18.8646487669379
gene-YBL095W	291.404785788991	356.804893876181	878.150558774662	877.206167662612
gene-YBL093C	201.224089955909	149.160542101622	2058.5630852435	1613.78495360805
gene-YBL092W	1335.21269054355	2265.8452132919	13197.7120210047	15421.8503669717
gene-YBL091C-A	72.009958612984	127.698593597791	38.1804590771592	52.3065261265096
gene-YBL091C	949.589267317013	1216.89248016719	795.42623077415	926.940241684539
gene-YBL090W	230.162671454584	472.16286708427	248.172984001535	234.950625551863
gene-YBL089W	43.0713771143082	43.4604457202567	225.901049539859	205.796168366595
gene-YBL088C	382.931462156896	239.837274530305	206.810820001279	256.387726423383
gene-YBL087C	206.608012095197	473.772513222057	4005.76649817862	4430.62000812582
gene-YBL086C	454.94142076988	318.173386569287	184.538885539603	168.92435486758
gene-YBL085W	148.730849097845	191.547890396687	184.538885539603	174.926743111606
gene-YBL084C	361.395773599742	204.961608211581	467.7106236952	320.699029037944
gene-YBL082C	139.308985354091	251.641346207412	305.443672617274	337.84870973516
gene-YBL081W	22.2086788245652	29.5101791927669	741.337247081508	636.253153866723
gene-YBL080C	43.0713771143082	83.7015991649388	19.0902295385796	58.3089143705353
gene-YBL079W	198.532128886264	242.520018093284	636.34098461932	630.250765622698
gene-YBL078C	3247.17804025839	1330.64080723749	229.082754462955	116.617828741071
gene-YBL076C	257.755272418438	511.867471816356	3092.6171852499	2567.30720037327
gene-YBL075C	15924.968697748	1643.44870668082	957.693181852077	330.131353421413
gene-YBL074C	129.214131342925	52.5817738343846	120.904787077671	81.4609833117773
gene-YNCB0003W	2.69196106964426	4.29238970076609	3.1817049230966	6.85987227888651
gene-YBL072C	1292.14131342925	1821.04633055001	5771.61273049723	5799.16452776368
gene-YBL071C-B	4.71093187187746	4.82893841336185	31.817049230966	31.7269092898501
gene-YBL071W-A	218.048846641185	88.5305375783006	680.884853542673	683.414775784068
gene-YBL071C	94.2186374375491	47.7528354210228	279.990033232501	321.556513072805
gene-YBL069W	90.8536861004938	102.48080410579	747.700656927701	714.284201039057
gene-YBL068W	191.802226212154	279.541879262392	989.510231083043	999.826384647708
gene-YBL067C	669.62531607401	362.706929714735	289.535148001791	296.689476061841
gene-YBL066C	340.533075309999	440.50649304112	213.174229847472	179.21416328591
gene-YBL064C	7721.21733800715	3848.1273667368	493.164263079973	522.207777230235
gene-YBL063W	47.7823089861856	62.2396506611083	28.6353443078694	41.159233673319
gene-YBL061C	105.659471983537	99.2615118302159	451.802099079717	459.611442685396
gene-YBL060W	107.005452518359	101.944255393195	159.08524615483	162.921966623555
gene-YBL059C-A	148.057858830434	302.076925191414	44.5438689233524	83.1759513814989
gene-YBL059W	25.5736301616205	54.7279686847677	63.634098461932	54.0214941962312
gene-YBL058W	1823.13063441658	1399.31904244975	400.894820310172	483.620995661499
gene-YBL057C	114.408345459881	199.059572373027	229.082754462955	305.264316410449
gene-YBL056W	322.3623380899	735.608284968789	629.977574773127	565.081978973276
gene-YBL055C	195.167177549209	149.160542101622	343.624131694433	270.107470981156
gene-YBL054W	204.589041292964	107.309742519152	1272.68196923864	955.237214834946
gene-YBL052C	50.4742700558299	47.7528354210228	124.086492000767	106.328020322741
gene-YBL051C	372.163617878319	468.4070260961	225.901049539859	178.356679251049
gene-YBL050W	1466.44579268871	980.274497912456	531.344722157132	511.917968811905
gene-YBL049W	1551.91555664992	379.876488517799	419.985049848751	254.672758353661
gene-YBL048W	392.353325900651	108.382839944344	101.814557539091	88.3208555906638
gene-YBL047C	1613.83066125173	1229.23310055689	279.990033232501	265.820050806852
gene-YBL046W	142.673936691146	152.916383089792	133.631606770057	124.335185054818
gene-YBL045C	5082.42249948837	5364.41402853242	639.522689542417	648.257930354775
gene-YBL044W	1.34598053482213	0.536548712595761	3.1817049230966	6.00238824402569
gene-YBL043W	69.3179975433397	89.6036350034922	120.904787077671	76.3160791026124
gene-YBL042C	238.238554663517	107.309742519152	2879.44295540242	1959.35101965696
gene-YBL041W	1665.65091184239	1602.13445581094	668.158033850286	774.308083479314
gene-YBL040C	218.721836908596	285.443915100945	270.444918463211	312.124188689336
gene-YBL039W-B	180.361391666166	112.67522964511	9.5451147692898	11.1472924531906
gene-YBL039C	30.957552300909	79.4092094641727	4320.75528556518	3749.77768444634
gene-YBL038W	292.077776056402	498.990302714058	372.259476002302	383.295363582783
gene-YBL037W	174.977469526877	159.354967640941	82.7243280005116	108.900472427323
gene-YBL036C	366.10670547162	304.223120041797	792.244525851054	886.638492046081
gene-YBL035C	22.2086788245652	79.9457581767685	54.0889836926422	37.7292975338758
gene-YBL034C	79.4128515545057	78.3361120389812	66.8158033850286	120.047764880514
gene-YBL033C	411.870043655572	406.703924147587	1247.22832985387	873.776231523169
gene-YBL032W	96.2376082397823	155.062577940175	327.71560707895	322.413997107666
gene-YBL031W	2.69196106964426	13.413717814894	9.5451147692898	26.5820050806852
gene-YBL030C	1601.04384617092	4364.82377696652	1298.13560862341	1272.50630773345
gene-YBL029C-A	1129.27766871577	905.694226861645	238.627869232245	174.069259076745
gene-YBL029W	304.864591137213	219.448423451666	1463.58426462444	1043.55807042561
gene-YBL028C	35.6684841727865	43.9969944328524	1667.21337970262	1686.67109657122
gene-YBL027W	1689.87856146918	2615.13842519174	11349.1414606856	12735.3528857528
gene-YBL026W	417.926956062272	377.19374495482	569.525181234291	506.773064602741
gene-YBL025W	76.7208904848614	53.6548712595761	178.17547569341	160.349514518972
gene-YBL024W	77.3938807522725	155.599126652771	2309.91777416813	1858.16790354338
gene-YBL023C	94.2186374375491	175.451429018814	330.897312002046	195.506359948265
gene-YBL022C	545.122116602963	876.184047668879	238.627869232245	241.810497830749
gene-YBL021C	29.6115717660869	75.1168197634066	114.541377231478	114.902860671349
gene-YBL020W	127.195160540691	135.210275574132	244.991279078438	292.402055887537
gene-YBL019W	200.551099688497	195.840280097453	133.631606770057	101.183116113576
gene-YBL018C	17.4977469526877	28.4370817675754	79.542623077415	80.6034992769164
gene-YBL017C	739.616303884761	697.51332637449	206.810820001279	204.938684331734
gene-YBL016W	28.2655912312647	16.0964613778728	3.1817049230966	4.28742017430407
gene-YBL015W	3420.80952925044	2206.28830619377	264.081508617018	159.492030484111
gene-YNCB0004W	0	0	0	0
gene-YNCB0005C	0	0	0	0
gene-YBL014C	86.8157444960274	88.5305375783006	505.891082772359	503.343128463297
gene-YBL013W	13.4598053482213	12.3406203897025	12.7268196923864	13.719744557773
gene-YBL011W	131.906092412569	140.57576270009	442.256984310427	402.160012349721
gene-YBL010C	24.9006398942094	78.3361120389812	60.4523935388354	72.8861429631691
gene-YBL009W	60.5691240669959	152.916383089792	114.541377231478	112.330408566767
gene-YBL008W-A	0.672990267411065	1.07309742519152	3.1817049230966	0
gene-YBL008W	33.6495133705533	37.5584098817033	98.6328526159946	108.900472427323
gene-YBL007C	1266.56768326762	1033.39282045944	362.714361233012	373.863039199315
gene-YBL006C	283.328902580058	324.611971120436	289.535148001791	286.399667643512
gene-YBL005W	123.157218936225	101.944255393195	155.903541231733	152.632158205225
gene-YBL005W-A	0	0	0	0
gene-YBL005W-B	5.38392213928852	2.68274356297881	3.1817049230966	2.57245210458244
gene-YNCB0006W	0	0	0	0
gene-YBL004W	189.78325540992	174.914880306218	1460.40255970134	1258.78656317567
gene-YBL003C	71.3369683455729	1685.83605497588	57.2706886157388	1540.89881064488
gene-YBL002W	51.147260323241	1088.1207891442	216.355934770569	1847.02061109019
gene-YBL001C	1406.54965888913	941.106441892966	155.903541231733	136.339961542869
gene-YBR001C	376.201559482786	240.373823242901	200.447410155086	207.511136436317
gene-YBR002C	61.915104601818	53.6548712595761	464.528918772104	573.656819321884
gene-YBR003W	49.8012797884188	105.700096381365	63.634098461932	74.6011110328907
gene-YBR004C	759.806011907093	342.854627348692	327.71560707895	281.254763434347
gene-YBR005W	804.896359823634	493.624815588101	238.627869232245	243.525465900471
gene-YBR006W	557.908931683773	438.896846903333	69.9975083081252	71.1711748934475
gene-YBR007C	45.0903479165414	62.2396506611083	171.812065847216	154.347126274946
gene-YBR008C	168.247566852766	152.916383089792	200.447410155086	158.63454644925
gene-YBR009C	279.963951243003	2362.96053027173	407.258230156365	2171.14957626758
gene-YBR010W	559.254912218595	3078.71651287448	2475.36643016916	4089.34136225122
gene-YBR011C	2238.3656294092	3517.61335977781	2481.72984001535	2856.27932012137
gene-YBR012W-A	0	0	0	0
gene-YBR012W-B	4.71093187187746	1.60964613778728	3.1817049230966	2.57245210458244
gene-YBR013C	16.8247566852766	9.65787682672371	73.1792132312218	48.8765899870663
gene-YNCB0007W	0	0	0	0
gene-YBR014C	234.873603326462	262.908869171923	512.254492618553	477.618607417473
gene-YBR015C	394.372296702884	502.209594989633	789.062820927957	680.842323679486
gene-YBR016W	1194.55772465464	790.336253653557	279.990033232501	295.831992026981
gene-YBR017C	309.57552300909	341.244981210904	1021.32728031401	938.08753413773
gene-YBR018C	16.1517664178656	8.58477940153218	3.1817049230966	6.85987227888651
gene-YBR019C	3.36495133705533	2.14619485038305	0	4.28742017430407
gene-YNCB0008W	12.1138248133992	6.9751332637449	25.4536393847728	18.0071647320771
gene-YBR020W	0	0	0	0
gene-YBR021W	88.8347152982606	43.4604457202567	1555.85370739424	1472.30008785602
gene-YBR022W	65.9530462062844	79.9457581767685	130.449901846961	114.045376636488
gene-YBR023C	121.138248133992	106.236645093961	544.071541849519	434.744405674432
gene-YBR024W	189.110265142509	277.932233124604	92.2694427698014	70.3136908585867
gene-YBR025C	4116.00847548608	3590.04743597824	4982.54990956928	4871.36680204428
gene-YBR026C	8369.30696552401	4186.68960438473	553.616656618809	330.988837456274
gene-YBR027C	43.0713771143082	12.3406203897025	28.6353443078694	10.2898084183298
gene-YBR028C	22.2086788245652	32.1929227557457	505.891082772359	407.304916558886
gene-YBR029C	787.398612870946	754.924038622236	649.067804311706	576.229271426466
gene-YBR030W	98.9295693094266	122.869655184429	381.804590771592	343.851097979186
gene-YBR031W	616.459084948536	1362.83372999323	3280.33777571259	3213.85016265833
gene-YBR032W	4.71093187187746	3.75584098817033	6.3634098461932	19.7221328017987
gene-YBR033W	82.10481262415	137.893019137111	76.3609181543184	161.206998553833
gene-YBR034C	90.8536861004938	73.5071736256193	2246.2836757062	1444.86059874047
gene-YBR035C	1125.2397271113	1070.41468162854	464.528918772104	460.468926720257
gene-YNCB0009C	0.672990267411065	1.07309742519152	6.3634098461932	2.57245210458244
gene-YNCB0010W	561.94687328824	754.924038622236	178.17547569341	168.066870832719
gene-YBR036C	2436.89775829547	1726.61375713316	738.155542158411	679.127355609764
gene-YBR037C	44.4173576491303	145.941249826047	54.0889836926422	61.7388505099785
gene-YBR038W	267.850126429604	324.611971120436	28.6353443078694	54.878978231092
gene-YBR039W	5267.49482302641	5088.09144154561	601.342230465258	651.687866494218
gene-YBR040W	0	0.536548712595761	0	0.857484034860813
gene-YBR041W	98.9295693094266	104.090450243578	181.357180616506	206.653652401456
gene-YBR042C	15.4787761504545	29.5101791927669	98.6328526159946	114.045376636488
gene-YBR043C	600.30731853067	277.932233124604	369.077771079206	349.853486223212
gene-YBR044C	144.692907493379	130.38133716077	117.723082154574	114.902860671349
gene-YNCB0011C	0	0.536548712595761	0	0
gene-YBR045C	351.300919588576	130.917885873366	44.5438689233524	41.159233673319
gene-YBR046C	2496.79389209505	1953.57386256117	232.264459386052	272.679923085739
gene-YBR047W	281.309931777825	433.531359777375	79.542623077415	99.4681480438543
gene-YBR048W	794.801505812468	1202.9422136397	6016.60400957567	6415.6955488286
gene-YBR049C	296.115717660869	376.657196242225	251.354688924631	228.948237307837
gene-YBR050C	3282.84652443118	1474.97241092575	184.538885539603	90.0358236603854
gene-YBR052C	341.20606557741	638.492967988956	34.9987541540626	93.4657597998286
gene-YBR053C	1738.33386072278	1501.79984655554	108.177967385284	112.330408566767
gene-YBR054W	7647.18840859193	2939.75039631218	2526.2737089387	2475.55640864317
gene-YBR055C	74.7019196826282	94.9691221294498	416.803344925655	324.986449212248
gene-YNCB0012W	0	0	3.1817049230966	0
gene-YBR056W	2504.19678503657	1726.61375713316	159.08524615483	138.912413647452
gene-YNCB0013W	0	0	0	0
gene-YBR056W-A	906.517890202705	427.092775226226	79.542623077415	82.3184673466381
gene-YBR057C	530.989320987331	349.829760612436	435.893574464234	332.703805525996
gene-YBR058C	902.479948598239	567.668537926316	381.804590771592	365.288198850706
gene-YBR058C-A	383.604452424307	376.657196242225	356.350951386819	309.551736584754
gene-YBR059C	1436.16123065521	901.401837160879	171.812065847216	183.501583460214
gene-YBR060C	91.5266763679049	145.404701113451	305.443672617274	287.257151678372
gene-YBR061C	82.777802891561	86.3843427279176	941.784657236594	791.457764176531
gene-YBR062C	606.36423093737	509.721276965973	190.902295385796	192.933907843683
gene-YBR063C	82.10481262415	58.483809672938	528.163017234036	588.234047914518
gene-YBR065C	125.176189738458	67.0685890744702	432.711869541138	344.708582014047
gene-YBR066C	92.872656902727	208.717449199751	89.0877378467048	92.6082757649678
gene-YBR067C	21681.0544549149	6615.64562630574	1333.13436277748	589.091531949379
gene-YBR068C	4341.46021506878	1234.06203897025	5462.98735295686	3123.81433899794
gene-YBR069C	5.38392213928852	2.14619485038305	15.908524615483	9.43232438346894
gene-YNCB0014W	8.74887347634385	3.21929227557457	50.9072787695456	23.152068941242
gene-YBR070C	81.4318223567389	202.278864648602	9.5451147692898	17.1496806972163
gene-YBR071W	708.658751583852	770.483951287513	60.4523935388354	77.1735631374732
gene-YBR072W	84244.9216745172	49177.3722529645	4594.38190895149	2803.11530996
gene-YBR072C-A	1.34598053482213	0	0	2.57245210458244
gene-YBR073W	20.189708022332	31.1198253305542	28.6353443078694	13.719744557773
gene-YBR074W	113.73535519247	126.088947460004	493.164263079973	418.452209012077
gene-YBR076W	192.475216479565	79.4092094641727	9.5451147692898	13.719744557773
gene-YBR077C	475.804119059623	346.610468336862	219.537639693665	173.211775041884
gene-YBR078W	2465.83633979414	4540.81175469793	1813.57180616506	1940.48637089002
gene-YBR079C	733.559391478061	971.153169798328	2853.98931601765	2261.18539992796
gene-YBR080C	142.673936691146	268.274356297881	372.259476002302	306.12180044531
gene-YBR081C	356.684841727865	408.313570285374	244.991279078438	270.964955016017
gene-YNCB0015W	0	0	0	0
gene-YNCB0016W	0	0	0	0
gene-YBR082C	796.820476614701	2371.54530967327	2262.19220032168	2023.66232227152
gene-YBR083W	255.063311348794	134.13717814894	114.541377231478	86.6058875209421
gene-YBR084W	78.7398612870946	333.733299234564	1403.1318710856	1307.66315316274
gene-YBR084C-A	1870.91294340276	2254.04114161479	8005.16958651105	8862.95498432136
gene-YBR085W	1.34598053482213	3.21929227557457	25.4536393847728	13.719744557773
gene-YBR085C-A	10695.1613296966	6886.6027261666	1199.50275600742	971.529411497301
gene-YBR086C	662.222423132488	552.645173973634	343.624131694433	349.853486223212
gene-YBR087W	52.4932408580631	215.692582463496	85.9060329236082	121.762732950235
gene-YBR088C	27.5926009638537	240.910371955497	28.6353443078694	65.1687866494218
gene-YBR089C-A	686.450072759287	645.468101252701	57.2706886157388	59.1663984053961
gene-YBR090C	26.2466204290315	17.1695588030644	3.1817049230966	3.42993613944325
gene-YBR091C	20.189708022332	31.1198253305542	82.7243280005116	107.185504357602
gene-YBR092C	50.4742700558299	118.040716771068	60.4523935388354	66.0262706842826
gene-YBR093C	120.465257866581	92.8229272790667	54.0889836926422	30.8694252549893
gene-YBR094W	164.882615515711	141.648860125281	95.451147692898	90.0358236603854
gene-YBR095C	211.991934234486	255.933735908178	267.263213540114	274.39489115546
gene-YBR096W	34.3225036379643	90.6767324286837	159.08524615483	240.095529761028
gene-YBR097W	196.513158084031	152.916383089792	34.9987541540626	50.591558056788
gene-YBR098W	82.10481262415	87.9939888657049	63.634098461932	55.7364622659529
gene-YBR101C	4375.78271870675	8783.30242519261	617.250755080741	809.464928908608
gene-YBR102C	159.498693376422	172.232136743239	152.721836308637	156.062094344668
gene-YBR103W	314.286454880967	310.12515588035	174.993770770313	167.209386797859
gene-YBR104W	158.1527128416	116.967619345876	388.168000617785	487.050931800942
gene-YBR105C	159.498693376422	149.160542101622	5482.07758249544	3873.25538546629
gene-YBR106W	191.802226212154	757.070233472619	2675.81384032424	2701.07470981156
gene-YBR107C	38.3604452424307	39.7046047320863	101.814557539091	121.762732950235
gene-YBR108W	404.46715071405	307.442412317371	162.266951077927	132.910025403426
gene-YBR109C	1959.07466843361	1771.6838489912	871.787148928469	983.534187985353
gene-YBR110W	172.958498724644	234.471787404348	149.54013138554	137.19744557773
gene-YBR111C	901.133968063416	862.233781141389	216.355934770569	258.102694493105
gene-YBR111W-A	147.384868563023	145.941249826047	197.265705231989	182.644099425353
gene-YBR112C	105.659471983537	172.768685455835	388.168000617785	391.870203931392
gene-YBR114W	114.408345459881	82.6285017397473	1224.95639539219	938.08753413773
gene-YBR115C	451.576469432825	376.120647529629	575.888591080485	517.920357055931
gene-YBR117C	1372.22715525116	604.690399095423	194.084000308893	162.921966623555
gene-YBR118W	5600.62500539489	7652.79428775335	9777.37922867585	9587.52899377875
gene-YBR119W	343.898026647054	295.101791927669	397.713115387075	389.297751826809
gene-YBR120C	241.603506000572	273.103294711243	111.359672308381	112.330408566767
gene-YBR121C	1061.30565170725	1938.01394989589	3258.06584125092	2679.63760894004
gene-YBR122C	190.456245677331	502.746143702228	292.716852924887	340.421161839743
gene-YBR123C	220.740807710829	206.034705636772	139.99501661625	138.912413647452
gene-YBR125C	302.845620334979	213.546387613113	114.541377231478	138.912413647452
gene-YBR126C	4104.56764094009	3013.79411865039	314.988787386563	227.233269238115
gene-YBR126W-A	609.729182274425	682.489962421809	276.808328309404	274.39489115546
gene-YBR127C	4798.4206066409	3375.96449965253	2469.00302032296	2316.06437815906
gene-YBR128C	209.972963432252	141.112311412685	12.7268196923864	30.8694252549893
gene-YBR129C	493.301866012311	232.86214126656	203.629115078182	206.653652401456
gene-YBR130C	60.5691240669959	129.308239735579	229.082754462955	294.97450799212
gene-YBR131W	14.8057858830434	23.0715946416177	152.721836308637	133.767509438287
gene-YBR132C	430.713771143082	295.101791927669	25.4536393847728	33.4418773595717
gene-YBR133C	93.5456471701381	95.5056708420455	209.992524924376	249.527854144497
gene-YBR135W	138.635995086679	162.574259916516	241.809574155342	288.114635713233
gene-YBR136W	100.94854011166	85.3112453027261	73.1792132312218	53.1640101613704
gene-YBR137W	492.6288757449	612.73862978436	63.634098461932	125.192669089679
gene-YBR138C	205.935021827786	162.03771120392	22.2719344616762	18.0071647320771
gene-YBR139W	2218.84891165428	1272.69354627715	124.086492000767	74.6011110328907
gene-YBR140C	1139.37252272693	644.931552540105	178.17547569341	171.496806972163
gene-YBR141C	45.7633381839524	63.8492967988956	435.893574464234	311.266704654475
gene-YBR142W	126.52217027328	129.308239735579	1419.04039570108	1086.43227216865
gene-YBR143C	678.374189550354	1069.34158420335	4161.67003941035	3592.85810606681
gene-YBR144C	3.36495133705533	0	0	1.71496806972163
gene-YBR145W	353.99288065822	664.783854906148	50.9072787695456	57.4514303356745
